,explicit,key,mode,danceability,loudness,speechiness,energy,valence,acousticness,tempo,instrumentalness,liveness,popularidad_predicha
Song_8700,1,9,1,0.26,-42.00,0.82,0.47,0.94,0.45,164.17,0.39,0.64,61.70
Song_8701,0,6,0,0.70,-15.39,0.56,0.70,0.19,0.33,152.69,0.85,0.52,59.78
Song_8702,0,6,0,0.76,-27.04,0.39,0.99,0.62,0.95,127.68,0.98,0.20,60.76
Song_8703,0,1,0,0.58,-13.25,0.55,0.43,0.84,0.86,60.47,0.06,0.63,60.66
Song_8704,0,11,0,0.10,-35.34,0.88,0.50,0.23,0.15,76.96,0.34,0.72,60.14
Song_8705,0,2,1,0.57,-54.49,0.76,0.56,0.79,0.43,136.03,0.65,0.94,60.09
Song_8706,0,11,1,0.95,-22.89,0.69,0.23,0.40,0.44,66.14,0.41,0.28,60.85
Song_8707,1,5,0,0.34,-26.58,0.98,0.37,1.00,0.96,66.34,0.16,0.36,61.63
Song_8708,0,2,0,0.64,-2.78,0.52,0.43,0.09,0.80,77.66,0.90,0.45,60.58
Song_8709,1,1,0,0.96,-50.27,0.01,0.02,0.55,0.81,92.64,0.30,0.69,64.21
Song_8710,0,3,1,0.80,-20.63,0.43,0.01,0.78,0.37,199.95,0.26,0.84,60.60
Song_8711,1,4,0,0.69,-31.56,0.10,0.22,0.68,0.70,76.85,0.57,0.26,62.63
Song_8712,1,10,0,0.97,-37.26,0.12,0.51,0.51,0.32,97.97,0.84,0.54,62.49
Song_8713,1,9,0,0.17,-12.33,0.25,0.96,0.51,0.82,155.60,0.48,0.25,61.17
Song_8714,0,8,0,0.77,-11.36,0.38,0.97,0.41,0.96,154.73,0.11,0.46,61.02
Song_8715,0,2,0,0.41,-17.12,0.48,0.65,0.34,0.61,182.47,0.45,0.93,59.88
Song_8716,0,2,1,0.36,-54.98,0.17,0.83,0.59,0.53,145.49,0.10,0.88,60.56
Song_8717,0,5,0,0.52,-39.29,0.31,0.90,0.75,0.87,97.21,0.17,0.46,60.67
Song_8718,1,4,1,0.03,-57.19,0.28,0.84,0.28,0.91,93.49,0.44,0.37,63.86
Song_8719,0,5,1,0.31,-39.38,0.37,0.54,0.95,0.09,176.19,0.11,0.54,61.12
Song_8720,1,6,1,0.17,-21.12,0.11,0.70,0.36,0.70,73.69,0.67,0.73,63.09
Song_8721,1,10,1,0.14,-28.88,0.40,0.00,0.43,0.63,127.32,0.54,0.12,62.54
Song_8722,0,2,1,0.34,-17.82,0.55,0.65,0.41,0.21,127.60,0.34,0.23,60.26
Song_8723,0,4,0,0.80,-26.91,0.10,0.43,0.11,0.12,163.46,0.16,0.12,61.49
Song_8724,0,7,1,0.20,-26.65,0.52,0.64,0.12,0.29,199.37,0.51,0.02,60.61
Song_8725,1,3,1,0.53,-29.34,0.76,0.69,0.80,0.17,129.48,0.80,0.78,61.94
Song_8726,0,9,0,0.75,-38.14,0.01,0.10,0.38,0.24,168.56,0.75,0.37,61.30
Song_8727,1,1,1,0.24,-33.21,0.05,0.87,0.22,0.92,179.21,0.97,0.76,63.18
Song_8728,0,3,0,0.92,-53.25,0.47,0.18,0.71,0.92,64.77,0.50,0.50,61.67
Song_8729,1,1,0,0.87,-9.93,0.87,0.01,0.96,0.25,149.01,0.63,0.69,61.35
Song_8730,0,2,0,0.25,-6.65,1.00,0.43,0.94,0.20,183.81,0.24,0.50,60.00
Song_8731,0,3,0,0.99,-14.02,0.09,0.09,0.72,0.45,160.86,0.77,0.49,59.76
Song_8732,1,3,0,0.67,-24.98,0.02,0.96,0.19,0.66,168.29,0.50,0.89,63.57
Song_8733,0,9,1,0.29,-25.85,0.23,0.28,0.15,0.14,173.53,0.47,0.64,61.18
Song_8734,0,8,0,0.68,-31.78,0.47,0.22,0.87,0.82,62.72,0.30,0.11,59.59
Song_8735,0,9,0,0.67,-46.12,0.57,0.26,0.96,0.07,190.04,0.32,0.57,61.47
Song_8736,0,5,1,0.61,-36.97,0.97,0.28,0.62,0.11,186.87,0.21,0.14,60.58
Song_8737,0,8,1,0.71,-0.61,0.89,0.06,0.90,0.64,144.18,0.95,0.58,61.41
Song_8738,0,3,1,0.27,-51.25,0.56,0.54,0.81,0.20,108.84,0.24,0.66,60.97
Song_8739,0,8,1,0.98,-27.44,0.36,0.02,0.15,0.23,111.66,0.04,0.19,61.52
Song_8740,1,10,0,0.86,-8.01,0.32,0.75,0.22,0.88,134.93,0.42,0.16,60.95
Song_8741,1,8,1,0.75,-32.82,0.57,0.77,0.07,0.36,100.83,0.97,0.18,61.67
Song_8742,0,5,0,0.03,-23.66,0.72,0.40,0.47,0.92,139.25,0.03,0.82,59.30
Song_8743,0,4,1,0.59,-10.33,0.48,0.97,0.32,0.11,146.51,0.26,0.16,60.64
Song_8744,0,2,1,0.71,-27.15,0.30,0.78,0.43,0.93,161.99,0.25,0.78,59.93
Song_8745,1,4,1,0.85,-16.11,0.61,0.12,0.01,0.91,69.21,0.53,0.02,63.08
Song_8746,1,2,1,0.95,-39.16,0.56,0.98,0.72,0.54,69.35,0.76,0.82,62.33
Song_8747,0,4,1,0.92,-16.02,0.43,0.85,0.20,0.76,189.15,0.41,0.24,60.51
Song_8748,1,4,0,0.41,-57.54,0.75,0.70,0.37,0.44,164.23,0.33,0.19,61.72
Song_8749,0,1,0,0.90,-50.83,0.28,0.65,0.40,0.77,107.88,0.28,0.63,60.25
Song_8750,0,8,0,0.00,-21.76,0.48,0.60,0.07,0.24,63.46,0.92,0.87,60.99
Song_8751,0,6,1,0.35,-33.06,0.94,0.99,0.37,0.90,145.31,0.94,0.72,59.54
Song_8752,0,5,0,0.11,-10.30,0.72,0.48,0.90,0.79,94.86,0.58,0.56,60.35
Song_8753,1,4,1,0.88,-39.48,0.39,0.17,0.89,0.73,68.13,0.88,0.24,62.84
Song_8754,1,3,1,0.93,-13.97,0.55,0.29,0.02,0.80,165.71,0.99,0.41,61.31
Song_8755,0,7,0,0.26,-51.65,0.41,0.38,0.03,0.34,196.73,0.57,0.86,61.90
Song_8756,1,1,0,0.37,-4.19,0.11,0.32,0.59,0.19,164.60,0.30,0.80,62.33
Song_8757,1,7,1,0.98,-34.89,0.33,0.03,0.20,0.35,75.70,0.34,0.22,64.33
Song_8758,0,0,1,0.57,-46.15,0.86,0.07,0.90,0.04,111.48,0.61,0.88,60.82
Song_8759,1,9,0,0.50,-12.65,0.46,0.00,0.48,0.27,94.75,0.38,0.24,61.21
Song_8760,0,0,1,0.50,-3.13,0.58,0.68,0.33,0.61,112.36,0.51,0.98,59.77
Song_8761,0,2,0,0.70,-4.92,0.18,0.66,0.95,0.85,138.06,0.23,0.74,61.00
Song_8762,0,4,0,0.95,-45.72,0.36,0.07,0.32,0.93,148.88,0.99,0.71,59.88
Song_8763,0,5,1,0.37,-19.68,0.93,0.32,0.32,0.72,103.15,0.19,0.58,58.96
Song_8764,1,3,1,0.17,-27.19,0.31,0.28,0.13,0.89,154.40,0.91,0.86,62.75
Song_8765,0,6,1,0.19,-16.49,0.25,0.45,0.22,0.29,155.81,0.87,0.88,60.28
Song_8766,1,6,1,0.02,-30.78,0.06,0.36,0.76,0.68,199.03,0.81,0.25,62.49
Song_8767,0,1,0,0.56,-31.81,0.10,0.82,0.76,0.98,127.35,0.94,0.79,59.46
Song_8768,0,1,1,0.93,-7.04,0.58,0.88,0.39,0.61,106.02,0.81,0.17,60.53
Song_8769,1,1,0,0.71,-7.72,0.66,0.21,0.35,0.43,180.10,0.35,0.39,62.12
Song_8770,0,1,0,0.99,-12.74,0.64,0.12,0.42,0.26,83.55,0.17,0.91,61.69
Song_8771,1,8,1,0.91,-17.71,0.54,0.84,0.30,0.31,122.56,0.50,0.30,60.51
Song_8772,1,4,0,0.49,-19.30,0.49,0.50,0.61,0.20,147.72,0.01,0.43,62.69
Song_8773,0,10,1,0.49,-56.63,0.07,0.32,0.84,0.70,79.95,0.95,0.42,60.18
Song_8774,0,7,1,0.63,-15.03,0.84,0.05,0.01,0.72,67.64,0.86,0.57,60.17
Song_8775,0,4,0,0.11,-21.71,0.51,0.61,0.94,0.78,115.60,0.82,0.83,59.90
Song_8776,0,10,0,0.61,-41.86,0.13,0.21,0.12,0.47,108.98,0.36,0.55,61.46
Song_8777,0,4,0,0.46,-10.79,0.14,0.04,0.90,0.14,164.30,0.11,0.94,61.36
Song_8778,0,0,1,0.64,-10.05,0.51,0.44,0.23,0.42,134.64,0.71,0.87,60.88
Song_8779,1,5,1,0.57,-4.07,0.24,0.60,0.92,0.75,63.18,0.65,0.61,60.93
Song_8780,1,3,0,0.31,-34.90,0.92,0.17,0.79,0.86,188.68,0.82,0.43,62.39
Song_8781,0,2,1,0.61,-26.93,0.50,0.65,0.27,0.08,180.52,0.51,0.32,60.21
Song_8782,1,5,1,0.37,-5.64,0.98,0.19,0.03,0.24,70.46,0.15,0.61,62.11
Song_8783,1,1,0,0.19,-40.99,0.73,0.02,0.72,0.96,95.69,0.82,0.81,62.77
Song_8784,0,7,1,0.68,-12.20,0.81,0.15,0.82,0.43,147.34,0.70,0.51,59.79
Song_8785,0,0,0,0.31,-0.48,0.39,0.59,0.68,0.07,85.26,0.96,0.88,62.43
Song_8786,1,11,0,0.89,-20.88,0.13,0.64,0.38,0.20,196.34,0.09,0.29,63.56
Song_8787,0,8,0,0.20,-0.98,0.69,0.86,0.13,0.83,118.90,0.59,0.86,60.34
Song_8788,1,7,1,0.60,-29.05,0.41,0.06,0.35,0.76,158.64,0.64,0.66,62.08
Song_8789,0,0,0,0.57,-50.82,0.95,0.95,0.27,0.22,131.57,1.00,0.29,60.39
Song_8790,1,9,0,0.20,-49.46,0.19,0.52,0.72,0.10,103.16,0.83,0.41,63.35
Song_8791,1,11,0,0.44,-16.12,0.63,0.25,0.16,0.08,157.57,0.31,0.04,62.90
Song_8792,1,8,0,0.68,-59.95,0.87,0.37,0.82,0.50,126.55,0.47,0.92,62.10
Song_8793,1,1,1,0.32,-20.29,0.40,0.06,0.61,0.70,149.01,0.36,0.77,61.97
Song_8794,0,2,0,0.11,-50.92,0.95,0.11,0.48,0.32,115.03,0.92,0.61,60.65
Song_8795,0,1,1,0.62,-0.94,0.08,0.88,0.36,0.09,199.63,0.52,0.97,60.15
Song_8796,1,7,0,0.22,-50.21,0.59,0.11,0.51,0.49,88.92,0.90,0.92,62.37
Song_8797,1,1,1,0.68,-26.85,0.78,0.06,0.54,0.22,85.64,0.36,0.92,61.66
Song_8798,0,9,1,0.84,-19.83,0.20,0.60,0.24,0.18,61.32,0.18,0.30,60.97
Song_8799,0,1,1,0.12,-10.83,0.06,0.38,0.99,0.77,181.88,0.54,0.23,60.74
Song_8800,1,0,1,0.44,-32.44,0.08,0.41,0.91,0.60,82.00,0.99,0.74,62.35
Song_8801,1,6,0,0.44,-3.97,0.32,0.12,0.39,0.32,94.53,0.63,0.33,62.79
Song_8802,1,11,0,0.63,-31.19,0.22,0.04,0.25,0.46,88.89,0.06,0.27,63.09
Song_8803,1,1,1,0.33,-44.88,0.22,0.87,0.31,0.22,197.09,0.03,0.25,63.52
Song_8804,1,9,1,0.42,-24.42,0.46,0.39,0.98,0.56,179.43,0.43,0.07,62.49
Song_8805,0,4,1,0.01,-20.52,0.08,0.11,0.41,0.76,164.87,0.04,0.72,60.72
Song_8806,1,4,0,0.12,-29.56,1.00,0.20,0.91,0.43,114.34,0.10,0.01,61.62
Song_8807,0,2,1,0.57,-16.01,0.70,0.10,0.06,0.38,60.95,0.75,0.56,60.19
Song_8808,0,2,1,0.22,-34.76,0.03,0.48,0.78,0.25,195.50,0.76,0.27,62.11
Song_8809,0,11,0,0.14,-59.74,0.69,0.80,0.76,0.32,88.46,0.18,0.67,60.64
Song_8810,1,2,0,0.32,-44.13,0.79,0.39,0.65,0.36,69.21,0.85,0.95,62.34
Song_8811,0,5,0,0.16,-3.25,0.19,0.62,0.12,0.31,113.24,0.18,0.69,60.62
Song_8812,0,3,0,0.06,-14.21,0.84,0.68,0.98,0.09,99.02,0.76,0.38,60.03
Song_8813,0,2,0,0.28,-48.63,0.61,0.71,0.21,0.15,192.17,0.60,0.18,61.46
Song_8814,0,1,0,0.16,-56.00,0.82,0.61,0.71,1.00,63.82,0.86,0.34,60.46
Song_8815,1,2,1,0.80,-38.95,0.72,0.55,0.75,0.36,197.04,0.75,0.46,62.07
Song_8816,1,3,1,0.06,-9.82,0.70,0.48,0.76,0.81,142.14,0.00,0.88,62.24
Song_8817,0,5,0,0.75,-53.64,0.16,0.47,0.83,0.72,101.98,0.06,0.98,59.97
Song_8818,0,3,1,0.38,-27.40,0.32,0.33,0.99,0.56,181.54,0.03,0.93,60.87
Song_8819,1,7,0,0.68,-43.50,0.52,0.50,0.10,0.45,118.39,0.83,0.50,62.29
Song_8820,1,2,1,0.05,-16.42,0.11,0.48,0.47,0.67,134.56,0.60,0.47,60.68
Song_8821,1,11,0,0.92,-59.98,0.48,0.32,0.97,0.58,79.98,0.97,0.27,62.55
Song_8822,0,2,0,0.77,-43.37,0.45,0.30,0.88,0.73,183.24,0.39,0.38,61.02
Song_8823,1,2,1,0.14,-19.24,0.23,0.45,0.99,0.99,182.96,0.18,0.92,63.28
Song_8824,0,7,1,0.22,-27.19,0.20,0.80,0.58,0.31,165.23,0.34,0.86,60.54
Song_8825,0,3,0,0.64,-13.27,0.25,0.25,0.67,0.33,161.64,0.27,0.15,60.69
Song_8826,1,0,0,0.92,-50.54,0.61,0.85,0.26,0.69,88.03,0.85,0.35,61.92
Song_8827,0,1,0,0.45,-28.14,0.41,0.72,0.46,0.84,121.97,0.27,0.58,60.08
Song_8828,1,9,0,0.49,-48.25,0.41,0.26,0.02,0.19,72.87,0.13,0.11,65.45
Song_8829,0,1,0,0.24,-21.65,0.18,0.01,0.72,0.85,142.81,0.33,0.35,60.19
Song_8830,1,2,0,0.38,-52.12,0.79,0.08,0.93,0.90,89.56,0.80,0.58,62.64
Song_8831,0,5,1,0.29,-51.08,0.70,0.88,0.11,0.39,101.79,0.40,0.45,60.73
Song_8832,0,7,1,0.35,-40.31,0.43,0.81,0.45,0.27,174.19,0.62,0.86,60.34
Song_8833,1,11,1,0.02,-35.89,0.14,0.38,0.62,0.40,197.92,0.21,0.59,63.25
Song_8834,1,0,1,0.04,-30.09,0.71,0.06,0.63,0.19,113.17,0.08,0.67,63.01
Song_8835,1,8,1,0.68,-25.16,0.90,0.81,0.31,0.06,171.21,0.23,0.53,61.67
Song_8836,1,0,0,0.68,-31.87,0.18,0.26,0.02,0.80,78.48,0.82,0.31,63.65
Song_8837,0,9,0,0.33,-57.26,0.60,0.95,0.89,0.57,134.04,0.69,0.59,60.43
Song_8838,1,1,1,0.89,-39.39,0.42,0.52,0.09,0.49,137.17,0.08,1.00,62.44
Song_8839,1,2,0,0.27,-56.32,0.09,0.72,0.18,0.21,184.35,0.21,0.20,64.39
Song_8840,0,6,1,0.40,-52.91,0.73,0.46,0.96,0.55,93.80,0.23,0.72,59.83
Song_8841,1,8,1,0.73,-54.43,0.07,0.03,0.50,0.40,68.99,0.28,0.71,63.57
Song_8842,1,2,0,0.74,-50.51,0.70,0.06,0.87,0.51,108.98,0.66,0.78,63.43
Song_8843,0,7,0,0.86,-11.22,0.28,0.98,0.90,0.09,164.47,0.17,0.44,60.70
Song_8844,1,8,1,0.03,-22.35,0.57,0.41,0.99,0.92,66.44,0.12,0.01,62.18
Song_8845,1,9,1,0.18,-29.59,0.16,0.18,0.04,0.76,80.46,0.51,0.90,63.45
Song_8846,1,6,1,0.64,-16.06,0.37,0.72,0.05,0.74,66.35,0.33,0.26,60.90
Song_8847,1,3,1,0.34,-2.33,0.10,0.88,0.19,0.58,129.50,0.22,0.40,62.29
Song_8848,1,3,0,0.04,-34.94,0.47,0.27,0.66,0.23,175.50,0.17,0.83,62.84
Song_8849,1,3,1,0.59,-37.96,0.21,0.57,0.26,0.10,97.31,0.26,0.87,63.81
Song_8850,0,5,0,0.39,-1.33,0.19,0.25,0.50,0.36,64.40,0.04,0.69,61.32
Song_8851,1,3,1,0.36,-13.72,0.11,0.82,0.79,0.41,84.71,0.31,0.44,61.28
Song_8852,0,4,1,0.26,-13.37,0.77,0.09,0.19,0.76,71.72,0.38,0.64,59.95
Song_8853,0,8,0,0.01,-24.00,0.64,0.37,0.29,0.15,137.48,0.23,0.43,60.76
Song_8854,0,11,0,0.18,-29.58,0.16,0.38,0.73,0.82,130.02,0.65,0.21,60.20
Song_8855,0,6,0,0.47,-26.96,0.47,0.64,0.01,0.44,94.31,0.86,0.34,60.76
Song_8856,1,7,0,0.28,-20.87,0.66,0.18,0.76,0.80,177.92,0.74,0.60,62.35
Song_8857,1,4,0,0.87,-37.39,0.88,0.48,0.68,0.49,117.52,0.20,0.09,62.00
Song_8858,1,4,1,0.14,-13.06,0.06,0.55,0.13,0.05,195.67,0.13,0.02,62.79
Song_8859,0,10,1,0.88,-5.45,0.36,0.89,0.24,0.61,92.64,0.92,0.00,60.68
Song_8860,1,6,1,0.40,-25.72,0.62,0.53,0.02,0.43,147.16,0.45,0.11,63.74
Song_8861,1,10,0,0.28,-37.11,0.02,0.13,0.58,0.46,171.37,0.86,0.14,63.92
Song_8862,1,11,0,0.30,-18.26,0.24,0.10,0.40,0.78,86.47,0.65,0.68,61.41
Song_8863,0,7,0,0.33,-49.07,0.74,0.92,0.42,0.22,171.06,0.73,0.40,60.67
Song_8864,0,8,1,0.51,-1.89,0.36,0.98,0.10,0.03,183.80,0.19,0.04,60.80
Song_8865,1,1,0,0.35,-20.52,0.08,0.17,0.35,0.29,153.48,0.79,0.19,63.50
Song_8866,0,2,1,0.65,-55.95,0.63,0.75,0.92,0.16,185.43,0.40,0.51,60.35
Song_8867,0,11,1,0.43,-28.21,0.25,0.25,0.06,0.34,114.95,0.37,0.62,61.38
Song_8868,1,11,1,0.67,-14.98,0.70,0.83,0.97,0.21,116.25,0.62,0.99,59.76
Song_8869,0,1,0,0.60,-43.33,0.90,0.10,0.85,0.10,62.58,0.28,0.52,60.75
Song_8870,0,9,1,0.24,-56.94,0.53,0.44,0.20,0.83,171.86,0.27,0.12,61.44
Song_8871,1,6,1,0.81,-30.65,0.60,0.60,0.71,0.21,64.64,0.08,0.65,61.98
Song_8872,0,11,1,0.80,-9.98,0.51,0.85,0.09,0.36,96.94,0.40,0.61,60.14
Song_8873,0,1,0,0.99,-44.91,0.82,0.86,0.16,0.00,146.83,0.61,0.34,60.75
Song_8874,0,11,1,0.18,-16.98,0.24,0.18,0.49,0.77,145.08,0.26,0.66,60.42
Song_8875,0,1,0,0.85,-35.53,0.40,0.97,0.40,0.46,127.27,0.89,0.93,60.36
Song_8876,0,1,0,0.87,-56.42,0.90,0.64,0.82,0.86,146.47,0.98,0.02,60.04
Song_8877,0,11,1,0.64,-41.76,0.72,0.66,0.94,0.05,105.12,0.15,0.21,60.02
Song_8878,0,3,1,0.51,-41.17,0.32,0.89,0.94,0.16,88.52,0.53,0.12,61.42
Song_8879,0,0,0,0.96,-5.72,0.83,0.32,0.15,0.26,101.02,0.30,0.71,61.43
Song_8880,1,1,1,0.97,-1.10,0.24,0.42,0.69,0.89,94.66,0.39,0.66,62.43
Song_8881,1,2,0,0.64,-47.41,0.63,0.98,0.57,0.35,120.08,0.44,0.09,62.57
Song_8882,1,6,0,0.36,-34.17,0.96,0.02,0.37,0.19,166.16,0.45,0.14,63.43
Song_8883,1,9,0,0.82,-1.40,0.57,0.87,0.99,0.80,105.53,0.38,0.85,60.88
Song_8884,0,0,1,0.09,-35.56,0.80,0.84,0.46,0.30,109.81,0.36,0.59,59.07
Song_8885,1,5,0,0.29,-39.05,0.74,0.26,0.67,0.35,157.64,0.08,0.51,61.34
Song_8886,1,2,0,0.99,-53.41,0.87,0.82,0.50,0.65,187.86,0.39,0.53,61.74
Song_8887,0,2,1,0.81,-14.80,0.97,0.33,0.10,0.38,96.44,0.99,0.17,59.44
Song_8888,0,3,1,0.94,-33.18,0.02,0.63,0.14,0.02,162.99,0.46,0.40,60.99
Song_8889,0,3,0,0.59,-21.68,0.03,0.45,0.75,0.99,147.33,0.37,0.58,60.80
Song_8890,0,6,0,0.41,-29.41,0.59,0.10,0.80,0.24,132.98,0.76,0.49,60.01
Song_8891,0,2,0,0.98,-49.53,0.95,0.90,0.36,0.24,62.67,0.89,0.43,60.64
Song_8892,1,7,1,0.31,-49.42,0.49,0.55,0.07,0.13,113.30,0.66,0.29,63.39
Song_8893,0,7,0,0.76,-3.61,0.84,0.48,0.96,0.16,88.75,0.36,0.37,60.74
Song_8894,1,10,0,0.56,-6.63,0.77,0.88,0.50,0.50,79.63,0.40,0.68,60.68
Song_8895,1,6,1,0.23,-23.36,0.50,0.33,0.13,0.94,98.57,0.42,0.97,61.95
Song_8896,0,1,1,0.02,-59.93,0.51,0.57,0.20,0.70,151.43,0.10,0.90,60.48
Song_8897,1,4,0,0.38,-34.00,0.44,0.88,0.05,0.66,135.38,0.54,0.80,62.47
Song_8898,1,5,1,0.55,-28.17,0.25,0.34,0.71,0.36,121.17,0.19,0.71,62.58
Song_8899,0,11,0,0.18,-33.03,0.86,0.79,0.70,0.81,80.31,0.67,0.44,59.42
Song_8900,1,9,0,0.41,-4.47,0.21,0.51,0.60,0.47,168.96,0.76,0.39,61.43
Song_8901,1,3,1,0.62,-57.55,0.91,0.16,0.55,0.46,127.36,0.59,0.66,62.67
Song_8902,1,9,0,0.71,-20.70,0.36,0.04,0.38,0.99,150.33,0.28,0.18,62.79
Song_8903,0,4,0,0.05,-41.17,0.03,0.73,0.95,0.61,65.15,0.82,0.93,64.04
Song_8904,0,8,1,0.66,-26.43,0.17,0.26,0.80,0.87,184.92,0.20,0.12,60.25
Song_8905,0,10,0,0.06,-20.64,0.89,0.82,0.91,0.52,132.52,0.22,0.11,58.95
Song_8906,1,6,1,0.03,-33.55,0.13,0.19,0.31,0.16,108.92,0.14,0.18,65.47
Song_8907,0,1,0,0.15,-51.10,0.74,0.57,0.98,0.99,175.77,0.76,0.07,60.67
Song_8908,1,10,1,0.65,-28.86,0.18,0.09,0.17,0.66,173.64,0.54,0.05,63.24
Song_8909,0,0,1,0.05,-4.02,0.50,0.74,0.06,0.15,90.81,0.11,0.15,60.99
Song_8910,1,1,1,0.02,-27.85,0.21,0.77,0.32,0.74,111.95,0.59,0.33,63.32
Song_8911,0,2,1,0.12,-52.62,0.33,0.92,0.20,0.44,144.78,0.86,0.57,60.33
Song_8912,0,10,1,0.95,-10.55,0.12,0.56,0.52,0.82,199.80,0.45,0.54,60.37
Song_8913,1,1,1,0.91,-46.70,0.56,0.11,0.35,0.28,170.10,0.83,0.07,64.28
Song_8914,0,10,0,0.09,-37.79,0.37,0.83,0.17,0.94,66.99,0.94,0.70,60.21
Song_8915,1,2,0,0.30,-34.27,0.37,0.31,0.84,0.30,163.07,0.27,0.29,62.74
Song_8916,0,9,1,0.95,-39.62,0.04,0.90,0.51,1.00,128.69,0.56,0.41,60.80
Song_8917,0,10,0,0.10,-35.73,0.14,0.98,0.11,0.70,62.56,0.89,0.37,61.23
Song_8918,1,10,1,0.09,-12.27,0.71,0.13,0.08,0.97,123.40,0.61,0.50,61.23
Song_8919,1,11,1,0.09,-46.60,0.29,0.08,0.38,0.72,105.83,0.44,0.03,64.08
Song_8920,1,11,0,0.98,-31.77,0.44,0.90,0.91,0.75,74.61,0.60,0.19,62.35
Song_8921,0,8,1,0.74,-58.80,0.76,0.90,0.51,0.12,134.65,0.75,0.15,60.48
Song_8922,1,3,0,0.21,-29.54,0.44,0.59,0.14,0.02,191.84,0.27,0.80,63.13
Song_8923,0,11,1,0.05,-53.30,0.23,0.89,0.25,0.09,182.46,0.14,0.56,61.04
Song_8924,1,8,1,0.97,-43.07,0.55,0.93,0.05,0.44,138.47,0.19,0.76,62.34
Song_8925,1,10,0,0.43,-40.51,0.80,0.56,0.83,0.40,88.93,0.73,0.71,62.24
Song_8926,1,2,1,0.60,-55.06,0.60,0.69,0.95,0.18,76.05,0.11,0.27,62.11
Song_8927,1,11,1,0.28,-38.37,0.42,0.61,0.08,0.04,155.73,0.32,0.51,63.50
Song_8928,1,0,1,0.76,-30.12,0.13,0.17,0.17,0.69,114.87,0.83,0.15,62.17
Song_8929,1,10,0,0.20,-34.13,0.25,0.44,0.17,0.20,133.07,0.89,0.78,63.70
Song_8930,0,4,0,0.79,-43.17,0.95,0.68,0.80,0.98,168.85,0.97,0.20,59.85
Song_8931,1,9,0,0.23,-42.31,0.77,0.61,0.84,0.10,144.37,0.61,0.98,62.26
Song_8932,0,9,0,0.10,-21.99,0.09,0.22,0.42,0.36,70.74,0.24,0.97,59.89
Song_8933,1,1,0,0.48,-16.90,0.01,0.91,0.97,0.48,198.04,0.67,0.17,62.68
Song_8934,1,3,1,0.81,-25.41,0.18,0.78,0.26,0.22,80.15,0.19,0.01,63.74
Song_8935,1,1,0,0.38,-1.43,0.94,0.07,0.53,0.50,197.21,0.24,0.12,61.88
Song_8936,0,1,0,0.03,-3.31,0.58,0.34,1.00,0.12,131.08,0.93,0.41,59.80
Song_8937,0,2,1,0.55,-54.09,0.84,1.00,0.83,0.00,177.44,0.01,0.78,60.10
Song_8938,1,4,1,0.68,-44.32,0.47,0.39,0.49,0.70,77.35,0.55,0.85,62.26
Song_8939,0,3,0,0.74,-7.90,0.83,0.66,0.11,0.83,180.58,0.06,0.48,60.50
Song_8940,1,1,1,0.40,-58.22,0.03,0.10,0.90,0.57,78.12,0.22,0.87,64.48
Song_8941,1,10,1,0.10,-24.47,0.43,0.31,0.54,0.23,184.61,0.35,0.88,62.31
Song_8942,0,9,1,0.58,-2.73,0.38,0.88,0.31,0.39,121.97,0.11,0.60,60.87
Song_8943,0,1,0,0.33,-19.28,0.98,0.51,0.45,0.63,180.60,0.03,0.34,59.08
Song_8944,0,5,1,0.95,-54.48,0.30,0.83,0.31,0.03,98.60,0.36,0.74,61.44
Song_8945,0,6,1,0.50,-15.13,0.42,0.01,0.55,0.09,159.15,0.51,0.67,60.57
Song_8946,1,11,0,0.47,-37.41,0.76,0.67,0.27,0.96,168.36,0.81,0.47,62.44
Song_8947,0,9,1,0.31,-4.71,0.88,0.30,0.45,0.68,129.98,0.34,0.77,59.83
Song_8948,0,5,1,0.34,-42.82,0.88,0.86,0.43,0.70,181.08,0.31,0.82,59.45
Song_8949,1,6,0,0.51,-31.61,0.39,0.94,0.62,0.10,155.61,0.01,0.65,62.58
Song_8950,0,0,0,0.31,-15.20,0.95,0.69,0.01,0.23,104.04,0.62,0.02,61.24
Song_8951,0,5,0,0.89,-44.55,0.65,0.15,0.60,0.39,190.13,0.77,0.47,60.97
Song_8952,0,10,1,0.44,-49.09,0.85,0.47,0.59,0.21,107.59,0.00,0.44,60.40
Song_8953,0,2,0,0.29,-59.84,0.93,0.46,0.39,0.81,162.34,0.01,0.89,59.72
Song_8954,1,0,0,0.16,-30.72,0.23,0.83,0.25,0.61,156.97,0.87,0.51,62.55
Song_8955,1,7,1,0.67,-4.28,0.50,0.46,0.84,0.20,78.49,0.28,0.37,61.09
Song_8956,0,3,1,0.03,-43.11,0.59,0.33,0.34,0.77,119.92,0.53,0.31,60.50
Song_8957,0,9,1,0.45,-57.40,0.80,0.61,0.31,0.54,140.40,0.66,0.60,60.67
Song_8958,1,7,1,0.55,-22.77,0.40,0.65,0.46,0.21,86.08,0.64,0.07,62.07
Song_8959,0,9,1,0.34,-56.63,0.21,0.81,0.28,0.84,73.92,0.56,0.88,60.89
Song_8960,0,10,0,0.75,-29.59,0.74,0.90,0.83,0.21,136.47,0.20,0.62,59.72
Song_8961,0,3,0,0.68,-37.11,0.59,0.89,0.56,0.69,81.46,0.76,0.24,59.58
Song_8962,0,3,0,0.97,-31.47,0.90,0.63,0.75,0.40,170.33,0.57,0.29,59.80
